Gene	Probe_ID	MCF7__biological_rep1	MCF7__biological_rep2	MCF7__biological_rep3	MCF7_silenced_Estrogen_receptor__biological_rep1	MCF7_silenced_Estrogen_receptor__biological_rep2	MCF7_silenced_Estrogen_receptor__biological_rep3
F8	205756_s_at	6.39715	6.44858	6.34169	9.51562	9.39478	9.44198
F8A3///F8A2///F8A1	203274_at	10.8407	10.8352	10.8321	11.1894	11.4477	11.4151
F9	207218_at	4.01651	3.78896	3.87218	3.78207	4.01527	3.80698
FA2H	219429_at,234963_s_at	6.976325	6.939395	6.74547	4.569475	4.736695	4.66112
FAAH	204231_s_at	7.75586	7.76693	7.59451	5.70186	5.48233	5.4931
FAAH2	230792_at	7.27981	7.16164	7.28297	5.2692	5.53236	5.77669
FAAP100	221800_s_at,225322_s_at,228136_s_at	6.33640333333333	6.55536	6.32236	6.68459	6.81582333333333	6.88525666666667
FAAP20	1556309_s_at,1558544_at,1562675_at,228197_at,229113_s_at,230649_at,236498_s_at,236499_at,236584_at	5.75933666666667	5.87479444444444	5.76226111111111	5.78187777777778	5.90852888888889	5.93697666666667
FAAP24	214816_x_at	6.87675	6.7636	6.78656	7.34555	6.72071	6.9891
FABP1	205892_s_at,231693_at	4.61712	4.651745	4.56101	4.388785	4.46938	4.515985
FABP2	207475_at	5.34292	5.49445	5.44947	5.37345	5.17456	5.51531
FABP3	205738_s_at,214285_at	4.577225	4.45254	4.67041	4.5955	4.59161	4.57109
FABP3P2	216569_at	5.10527	4.88694	4.90674	4.68869	4.59643	4.55582
FABP4	203980_at,235978_at	4.613655	4.44254	4.71088	4.530475	4.565375	4.67666
FABP5	202345_s_at	10.6723	10.5888	10.5989	11.8977	12.0763	12.0415
FABP6	1566123_at,1566124_a_at,210445_at	4.74569666666667	4.59487	4.62287	4.48950666666667	4.56242666666667	4.41924
FABP7	205029_s_at,205030_at,216192_at	4.39179666666667	4.18808333333333	4.17038666666667	4.21835	4.16776666666667	4.22044666666667
FADD	202535_at	8.86812	8.90376	8.76956	9.47039	9.39336	9.46127
FADS2	202218_s_at,243953_at	6.028285	5.9618	6.102825	6.71685	6.9137	6.973135
FADS3	204257_at,216080_s_at	7.048615	7.212125	6.995205	8.98935	9.23303	9.243415
FAF1	218080_x_at,222511_x_at,224217_s_at,236200_at,239749_at	7.35578	7.492266	7.374268	8.247068	8.191556	8.124434
FAF2	212106_at,212108_at	9.613775	9.790115	9.865925	9.115625	9.241075	9.04922
FAH	202862_at,236481_at	7.493995	7.55562	7.445085	8.039645	7.77809	7.842635
FAHD1	226767_s_at,227960_s_at	9.30886	9.426875	9.40247	8.045	8.21777	8.229985
FAHD2A	218504_at,222056_s_at,235418_at,235621_at	7.9694	8.0114775	8.0014925	8.45871	8.342995	8.52413
FAHD2CP	1562938_at,228198_s_at,228199_at	5.27971666666667	5.34427666666667	5.2357	5.23477666666667	5.09205666666667	5.37078666666667
FAHD2CP///FAHD2B///FAHD2A	222055_at	4.56185	4.57828	4.5425	5.13606	4.71786	4.84706
FAIM	220643_s_at	9.64644	9.59455	9.63629	9.14992	9.13903	9.16162
FAIM2	203618_at,203619_s_at	5.2422	5.18762	5.16786	5.21432	5.12135	5.341735
FAM101B	226876_at,226905_at	4.87986	4.99637	4.845575	4.927665	4.770275	4.79519
FAM102A	212400_at,228428_at	7.48809	7.559515	7.466795	6.385905	6.25317	6.290465
FAM102B	226568_at	11.9787	11.9464	11.8605	10.4354	10.114	10.2448
FAM103A1	225208_s_at,225210_s_at	10.54325	10.5341	10.42247	10.118055	9.78284	9.875925
FAM104A	225319_s_at,229087_s_at	7.400105	7.387495	7.397785	7.466605	7.4915	7.540245
FAM104B	227869_at,232990_at	6.933545	6.97019	6.87056	5.774355	5.54635	5.65406
FAM105A	214947_at,219694_at,244650_at	5.83912	5.86055333333333	5.92661	5.98016	5.81438666666667	5.65402666666667
FAM106A	220575_at	3.99885	4.22854	4.14577	4.15745	4.6804	4.34187
FAM107A	207547_s_at,209074_s_at	5.215185	4.99584	5.158195	5.29808	5.54919	5.305405
FAM107B	223058_at,223059_s_at	9.226595	9.32511	9.35686	10.94335	10.8163	10.7033
FAM109A	229690_at	6.98894	6.84003	6.92353	6.88591	6.94595	6.9497
FAM109B	226504_at	5.23432	5.22862	5.15659	5.02575	5.1496	5.36812
FAM110A	226584_s_at	7.82844	7.96292	7.72099	6.74962	7.24191	7.34669
FAM110B	221959_at,227800_at,228790_at	5.85165	5.85014	5.78886	4.81405	4.91355	4.92864666666667
FAM110C	226863_at	9.42304	9.27244	9.36978	3.88419	3.77389	3.91841
FAM110D	220430_at	5.50898	5.28442	5.33755	5.31876	5.21316	5.16515
FAM111A	218248_at,229196_at	6.759105	6.69107	6.71154	7.776095	7.58404	7.492075
FAM111B	1557128_at,1557129_a_at	4.88877	5.472745	5.56266	6.68259	7.53046	7.02987
FAM114A1	213455_at,226697_at	7.989645	8.03424	8.092465	8.36491	8.397655	8.265025
FAM114A2	218588_s_at,222682_s_at	8.111295	8.160945	8.1302	7.635645	7.38389	7.410675
FAM117A	221249_s_at	8.91467	8.89534	8.91519	8.03534	7.92102	8.17701
FAM117B	1553220_at,1564868_a_at,226431_at,243186_at	6.166355	6.172295	6.1598725	5.838015	5.6918775	5.76426
FAM118A	219629_at,226475_at	6.83146	6.923905	6.718505	7.03792	6.896005	6.79136
FAM118B	223386_at,230009_at,239318_at	6.32336666666667	6.35231666666667	6.31617	6.75808333333333	6.60301333333333	6.66855333333333
FAM120A	1555908_at,1555944_at,1555945_s_at,1555947_at,1555948_s_at,1559711_at,200767_s_at,200774_at,210516_at	8.07050333333333	8.04368333333333	8.08927111111111	7.58219333333333	7.86096444444444	7.77167111111111
FAM120AOS	1558761_a_at,225395_s_at,230308_at,239391_at	8.2080525	8.29421	8.2874975	6.7990225	6.835235	6.7293825
FAM120B	226774_at,227895_at	8.52418	8.555895	8.544635	8.201125	8.081005	8.090275
FAM120C	220685_at,229512_at	7.409095	7.41513	7.39893	7.121725	6.878975	7.017265
FAM122A	226443_at,235043_at,235424_at	6.56983666666667	6.53646666666667	6.55189333333333	7.11029333333333	7.05034666666667	7.20900666666667
FAM122B	222673_x_at,225361_x_at,225362_at	10.46562	10.4650033333333	10.4670166666667	10.1980333333333	10.0193633333333	10.02797
FAM122C	1552322_at,1552323_s_at,1562641_at,239047_at	5.249755	5.10196	5.3388475	6.2130075	5.9709375	6.12582
FAM124A	1553239_at,230067_at,230519_at,241013_at,241829_at	5.248822	5.119196	5.272824	5.15478	5.147308	5.326764
FAM124B	220637_at	4.63788	4.71401	4.8061	4.49891	4.68962	4.48028
FAM126A	223625_at,227239_at,231396_s_at,244115_at	6.095125	6.175845	5.9829375	7.8139075	7.660695	7.7123925
FAM126B	1554178_a_at,1558959_at,229460_at,231874_at	7.9385475	7.995275	7.936965	6.2767875	6.437245	6.16795
FAM127A	201828_x_at	10.6524	10.6604	10.6499	10.8739	11.151	11.157
FAM127B	217948_at	9.43114	9.4113	9.44634	9.12923	9.26433	9.43933
FAM129A	217966_s_at,217967_s_at	4.493395	4.558985	4.540775	10.2173	10.30435	10.18283
FAM129B	223019_at,233974_s_at	9.04235	9.043745	9.091005	9.71482	9.83173	9.75777
FAM129C	1553369_at,1569422_at,230983_at	5.29161	5.28363	5.32508333333333	5.13576	5.14857	5.24395333333333
FAM131A	221904_at,232806_s_at,232807_at	5.54909333333333	5.67004333333333	5.67261333333333	6.39564666666667	6.60763666666667	6.39171666666667
FAM131B	205368_at	4.93213	5.09107	5.06663	4.67703	4.69496	4.85387
FAM131C	235455_at	5.42304	5.52241	5.57561	5.17018	5.127	5.22556
FAM132A	243292_at	5.30668	5.5899	5.26655	5.39604	5.50564	5.43592
FAM133A	231131_at,239481_at	5.01582	4.828975	5.114225	4.47922	4.52918	4.64593
FAM133DP///FAM133B	226332_at,235469_at	8.626155	8.74828	8.791955	8.455	8.191235	8.15532
FAM134A	218037_at,221983_at,221984_s_at,222129_at	8.81918	8.8245725	8.7250075	8.8280175	8.7029975	8.7675475
FAM134B	213662_at,213663_s_at,218510_x_at,218532_s_at	5.917245	5.83048	5.73591	5.937875	5.7158375	5.8763725
FAM134C	212697_at	9.61743	9.56048	9.45527	10.069	9.95834	10.0384
FAM135A	221233_s_at,223497_at,233730_at	4.50098666666667	4.67198666666667	4.57104666666667	5.88445333333333	5.85331	5.75668666666667
FAM135B	1557838_at,224001_at,236786_at	4.8213	4.70158	4.69695666666667	4.59843	4.60486333333333	4.67649666666667
FAM138E///FAM138D///FAM138C///FAM138B///FAM138A///FAM138F	1555822_at	5.25225	5.10996	5.27117	5.1707	5.24331	5.44054
FAM13A	1569024_at,1569025_s_at,202972_s_at,202973_x_at,217047_s_at	5.282388	5.348014	5.257462	7.531914	7.378718	7.337524
FAM13A-AS1	1558711_at,243020_at	5.05502	5.06377	5.02822	5.057905	5.161675	5.114355
FAM13B	218518_at	8.80887	8.73697	8.71627	8.99984	8.67447	8.67724
FAM13C	1554547_at,214914_at	3.99276	4.15764	4.247755	4.30866	4.51125	4.39475
FAM149A	214889_at,214890_s_at,222291_at	4.32872333333333	4.40067666666667	4.40315	5.07247	4.96944333333333	5.06896
FAM149B1	213458_at,213463_s_at,213896_x_at,238859_at	6.16459	6.1522075	6.116765	5.63235	5.3696875	5.3515975
FAM150B	238018_at	4.31009	4.06936	4.10889	4.15598	4.14046	4.15084
FAM151A	1554668_a_at	4.79816	4.44783	4.73864	4.58901	4.81774	4.83415
FAM153A	211166_at	6.03647	5.91974	6.05304	6.02008	6.15996	5.85506
FAM155A	214825_at,230869_at	4.38857	4.49858	4.4988	7.85164	7.469445	7.64003
FAM155A-IT1	1562696_at	3.75573	3.75794	3.7391	3.69226	3.86745	3.76067
FAM155B	206299_at	8.3049	8.33979	8.3031	5.68228	5.62035	5.57903
FAM156B///FAM156A	223203_at	9.56199	9.48654	9.42995	9.14559	8.77139	8.89324
FAM159A	1555379_at,237033_at	4.74804	4.667605	4.675025	4.66795	4.74443	4.57229
FAM160A1	1569465_at,242687_at	6.163175	6.06796	6.08065	5.56317	5.667345	5.66488
FAM160A2	223637_s_at	7.50791	7.55184	7.52787	7.97966	7.92135	8.0406
FAM160B1	1554288_at,226155_at	6.49274	6.457635	6.41159	6.892685	6.901785	6.82134
FAM160B2	218337_at,222928_s_at,222929_at	6.07642666666667	6.29520333333333	6.28462666666667	5.94025666666667	6.0412	6.10444
FAM161A	1557385_at,1564467_at,239090_at,242584_at	6.06508	6.171545	6.1965175	8.147005	8.145895	7.975335
FAM161B	235378_at,242608_x_at	7.302095	7.26267	7.10481	7.257245	7.22808	7.13442
FAM162A	220942_x_at,221533_at,223193_x_at,224345_x_at,235850_at	9.393384	9.29731	9.31846	8.919962	8.89069	8.961724
FAM162B	228875_at	5.00257	4.97701	5.01637	4.80159	4.74208	4.76569
FAM163A	222095_s_at,231267_at	5.214425	5.032935	5.03627	5.03815	4.981695	5.07816
FAM163B	230816_at	5.39864	5.5342	5.3721	5.31675	5.31321	5.15688
FAM166A	1562778_at,233971_at	5.364665	5.30585	5.443	5.4221	5.196685	5.2546
FAM166B	229941_at	5.10747	5.12138	5.25515	5.12817	4.94563	5.25323
FAM167A	226614_s_at,233641_s_at	5.481925	5.564105	5.595475	6.373115	6.20327	6.248505
FAM167A-AS1	1552448_a_at	4.78721	4.5752	4.74805	4.54375	4.87238	4.81309
FAM167B	223657_at	5.09225	5.29205	5.12969	4.95847	4.9055	5.06726
FAM168A	212357_at,36612_at	8.885195	8.7537	8.664745	8.288745	8.065765	8.23251
FAM168B	212017_at,229946_at	9.29044	9.28603	9.20076	8.24957	8.15179	8.11356
FAM169A	213954_at,235048_at	7.90319	8.22071	8.14845	8.056905	8.548795	8.55645
FAM169B	1562319_at	5.03787	4.64342	4.98707	4.64759	4.57455	4.80192
FAM170A	1562906_at	5.53751	5.34526	5.29228	5.44266	5.30169	5.43208
FAM170B	1559828_at	4.76338	4.56603	4.63143	4.46665	4.38259	4.43969
FAM170B-AS1	1557660_s_at,1563254_a_at,1563255_at	4.83044666666667	4.87803	4.85224666666667	4.71693	4.95937333333333	4.90134
FAM171A1	212771_at	5.81943	5.47142	6.08773	11.2069	11.0029	11.0749
FAM171A2	235544_x_at	5.74269	5.44336	5.63882	5.45833	5.43857	5.55113
FAM171B	227370_at,238564_at,242762_s_at	6.31738	6.34688333333333	6.40836	5.63065333333333	5.66009666666667	5.64749
FAM172A	212936_at,223882_at	7.500585	7.762585	7.52111	8.17538	7.849375	7.81827
FAM173A	219709_x_at	8.42943	8.61507	8.39751	8.09679	8.10096	8.12016
FAM173B	225668_at,225670_at	7.526245	7.719805	7.845175	6.760165	6.48109	6.52712
FAM174A	226752_at	9.61802	9.64194	9.71238	9.5123	9.51553	9.60705
FAM174B	221880_s_at,222085_at,51158_at	7.58844333333333	7.74807333333333	7.59877666666667	5.74193	5.84595	5.85844666666667
FAM175A	226521_s_at,233543_s_at	7.604	7.686685	7.74335	8.530315	8.084185	8.034585
FAM175B	212835_at,212837_at	9.274965	9.282185	9.14593	9.48421	9.32117	9.352625
FAM178B	223812_at	6.64062	6.4416	6.46578	5.37634	5.67578	5.53387
FAM179A	236717_at	5.27397	5.30314	5.37282	4.80801	4.88521	4.86984
FAM179B	213304_at	9.99442	9.91927	9.92862	9.28599	9.139	9.23426
FAM181A	231117_at	5.27318	5.09915	4.90939	5.01548	5.16814	5.09117
FAM181A-AS1	1557211_a_at	4.17008	3.99841	4.14127	3.97014	4.01021	4.10947
FAM181B	230994_at,231128_at,231430_at	5.47024333333333	5.61889666666667	5.68158666666667	5.42701333333333	5.34238333333333	5.29400666666667
FAM182B///FAM182A	230539_at	4.94113	4.75716	4.99097	4.66294	4.75129	4.83915
FAM183CP	1569887_a_at	5.3049	5.39982	5.40267	5.4364	5.32615	5.41386
FAM184A	1558523_at,220150_s_at	5.296595	5.270765	5.131525	5.13579	4.8932	5.187975
FAM184B	233823_at	4.52937	4.60992	4.75388	4.63666	4.83949	4.91051
FAM185A	1556373_a_at,236182_at	5.42699	5.37926	5.207275	5.13143	4.92293	4.989655
FAM186A	1562317_at,216595_at	4.79314	4.824065	4.762805	4.45343	4.69539	4.6009
FAM186B	224039_at	5.76883	5.55776	5.88094	5.27701	5.34802	5.93313
FAM187A///CCDC103	228300_at	6.16218	5.98657	6.22971	6.44635	6.37599	6.16262
FAM187B	242259_at	4.22426	4.12761	4.25221	4.15489	4.30694	4.27574
FAM188A	1554509_a_at,218297_at	8.46383	8.3373	8.443845	9.190835	8.99111	8.93112
FAM189A1	213997_at	5.48182	5.24415	5.32109	4.94688	4.68578	4.71253
FAM189A2	213900_at	6.23293	6.29805	6.03656	5.14424	5.44851	5.51194
FAM189B	1555515_a_at,203550_s_at	7.390775	7.53405	7.28285	7.367325	8.011065	7.885765
FAM192A	217896_s_at,222460_s_at,223406_x_at,224248_x_at	9.7289075	9.725705	9.7104275	9.84988	9.709675	9.71337
FAM193A	203600_s_at	9.08182	9.15299	9.0028	8.96535	8.57667	8.70339
FAM193B	218920_at,243047_at	7.230885	6.963205	7.074125	6.710725	6.89198	6.88557
FAM196A	244435_at	4.63116	4.40953	4.56125	4.29833	4.33665	4.44014
FAM198A	232124_at	4.56302	4.39992	4.47623	4.26183	4.68805	4.59555
FAM198B	219872_at,223204_at	4.38253	4.248035	4.226345	4.516685	4.263	4.185665
FAM199X	225216_at,227133_at,242781_at	9.54309666666667	9.54665	9.52826	9.04852	8.97898666666667	8.99746
FAM19A1	230923_at	3.92413	4.03369	4.08683	3.91117	4.09435	3.95104
FAM19A2	241399_at	5.58674	5.49448	5.44513	5.70655	5.60009	5.56678
FAM19A4	242348_at	4.16064	4.21321	4.05068	4.00579	4.0524	3.89354
FAM19A5	229459_at,229655_at,237094_at	5.77299333333333	5.84884	5.60423333333333	4.31381666666667	4.43008666666667	4.39109
FAM200A	1566865_at,238609_at	5.309725	5.306375	5.43094	5.14066	4.95394	5.053515
FAM200B	227270_at,227466_at,236321_at	7.00949666666667	6.85511	6.97969333333333	8.64904333333333	8.64546666666667	8.68170666666667
FAM201A	1557014_a_at,1557541_at	5.6058	5.597185	5.61112	6.27355	6.19117	6.320375
FAM204A	218390_s_at,222617_s_at,230667_at,234947_s_at	7.3182575	7.3020475	7.2621375	8.355245	8.0961375	8.1623075
FAM205A	243270_at	4.91955	4.9117	5.07819	5.02321	4.82125	5.06835
FAM205BP	216084_at,241690_at	4.753145	4.54548	4.756915	4.55601	4.526165	4.61811
FAM205BP///FAM205A	243269_s_at	5.71492	5.56995	5.52587	5.55489	5.78977	5.73672
FAM205C	237827_at	5.86219	5.72684	5.76961	5.41257	5.72537	5.70403
FAM206A	218998_at	10.4871	10.4329	10.4243	9.82768	9.72935	9.69353
FAM207A	238703_at,243750_x_at	7.04308	7.08524	6.86339	6.33975	6.119505	6.256065
FAM208A	209284_s_at,209285_s_at,227460_at	7.40151	7.36017333333333	7.33551666666667	8.64991333333333	8.50482333333333	8.52706
FAM208B	1556758_at,216211_at,218331_s_at,238795_at,244165_at	6.689994	6.816928	6.654386	6.434648	6.52923	6.481842
FAM209B	232513_x_at	5.73336	5.65625	5.67309	5.55854	5.39691	5.24127
FAM209B///FAM209A	233086_at	3.42385	3.33069	3.69405	3.56379	3.59656	3.4818
FAM20A	226804_at,241981_at,242945_at,243221_at	4.581285	4.5508575	4.4930525	4.4096275	4.4666175	4.55366
FAM20B	202915_s_at,202916_s_at	9.82695	9.85479	9.8516	9.101495	9.12931	9.055025
FAM20C	226722_at,229438_at,234342_at,234466_at	5.8049825	5.7740825	5.772155	5.687195	5.62301	5.7398275
FAM210A	230739_at,235022_at,242149_at	8.10986666666667	8.06878333333333	8.15890666666667	8.73765333333333	8.40841333333333	8.51033
FAM210B	224690_at,224693_at	9.34286	9.355545	9.311495	9.0806	8.638255	8.648255
FAM212A	229507_at	6.99713	6.82818	7.0302	7.05846	6.78187	6.95314
FAM212B-AS1	236036_at	6.03931	6.14504	6.25668	5.76007	5.99601	5.89291
FAM213A	224435_at,228155_at,232662_x_at	10.2210333333333	10.1573966666667	10.1592766666667	9.33609333333333	9.45749333333333	9.45002333333333
FAM213B	231835_at	9.7225	9.69359	9.64476	8.49399	8.56101	8.60015
FAM214A	225327_at,235193_at	8.16228	8.133885	8.133445	6.23027	6.122065	6.21872
FAM214B	207765_s_at,211433_x_at	7.259305	7.37835	7.30099	7.109755	7.310195	7.245065
FAM215A	221129_at	4.36498	4.33419	4.33512	4.25092	4.61186	4.46474
FAM216A	204521_at	9.86772	9.83604	9.8663	10.833	10.7891	10.8018
FAM216B	1556711_at	4.46396	4.45766	4.46695	4.5423	4.45019	4.4211
FAM217A	1560838_at,237619_at	4.6893	4.57936	4.683585	4.286265	4.61343	4.580605
FAM217B	225313_at	11.0054	11.02	11.0415	8.75112	9.02467	9.06071
FAM218A	1553710_at,1553711_a_at	5.08792	4.9882	4.94048	5.10121	5.196925	5.189895
FAM219A	225146_at	8.02243	8.0811	8.0926	8.30224	8.12643	8.41765
FAM219B	224798_s_at,224804_s_at,224805_s_at	7.30646666666667	7.42404666666667	7.31976333333333	7.75211666666667	7.64450333333333	7.67758
FAM21EP///FAM21FP	239051_at	5.43932	5.5414	5.3508	5.00839	5.39613	5.19543
FAM220A	224452_s_at	10.9358	10.9816	10.9665	9.56317	9.49751	9.5703
FAM221A	228600_x_at	6.6717	6.5764	6.72477	7.98222	7.91088	7.99551
FAM221B	240871_at	4.63133	4.37627	4.21139	4.30851	4.46387	4.5645
FAM222A	226487_at	7.12587	7.21115	7.0716	5.41626	5.89794	5.56987
FAM222A-AS1	1553811_at	4.08526	4.1139	4.15559	4.17067	4.30644	4.29911
FAM222B	218464_s_at,222641_s_at,229418_at	8.44632	8.48273	8.48385333333333	7.88829	8.10374	8.11398
FAM223A///FAM223B	1552607_at	5.14342	4.97185	4.94337	5.4365	5.27858	5.52584
FAM223B	244164_at	5.97293	5.73462	5.8595	6.1602	6.11435	6.02308
FAM224A	216786_at	4.85542	4.85238	4.83329	4.7284	4.86193	4.85787
FAM224A///FAM224B	235941_s_at,235942_at	4.71639	4.781655	4.719735	4.60704	4.61805	4.66226
FAM225B///FAM225A	229059_at	6.34031	6.03817	6.03185	6.78193	6.7867	6.83073
FAM226B///FAM226A	242292_at	5.14393	5.02304	5.18354	4.101	4.27256	4.17639
FAM227B	1553799_at,1557429_s_at	3.86475	3.93902	3.93445	3.73242	3.708165	3.675865
FAM228A	231386_at	4.26426	4.05943	4.3492	4.06781	4.11628	4.32705
FAM228B	230435_at	6.02646	5.96642	5.79895	8.08976	7.52356	7.67559
FAM229A	1556560_a_at,228451_at	5.797215	5.7251	5.71148	6.700275	6.50721	6.5635
FAM229B	225812_at	6.08171	5.94866	5.85485	8.03737	7.52181	7.70025
FAM230B	244243_at	4.4323	4.42312	4.10246	4.3823	4.63395	4.36325
FAM230C	237047_at	3.86168	4.02911	3.87987	6.9316	6.73732	6.58349
FAM231D///LOC388692	235186_at	6.10679	6.14893	6.04016	6.28826	5.87835	6.05925
FAM231D///LOC388692///LINC00869	235185_s_at	3.6809	3.89916	3.87909	4.02233	4.11638	4.07339
FAM234A	224749_at	9.6039	9.71355	9.46722	8.2286	8.42741	8.52052
FAM234B	1559302_at,213232_at,213234_at	6.84527333333333	6.89901333333333	6.90312	6.06594333333333	6.10818333333333	6.16741666666667
FAM24A	243143_at	4.41994	4.27263	4.47274	4.32621	4.32062	4.3902
FAM24B	231146_at	7.50539	7.36172	7.37609	8.53095	8.0542	8.08312
FAM26D	1553388_at	4.73421	4.4678	4.54468	4.15831	4.3223	4.39374
FAM26E	230254_at,232217_at	5.091875	4.8709	4.94054	4.802655	4.912145	4.982725
FAM26F	228362_s_at,229390_at,229391_s_at,229543_at,229915_at	4.339486	4.344128	4.342644	5.815574	5.709616	5.819066
FAM27B///FAM27C	223791_at	4.53369	4.58399	4.73348	6.41003	6.33563	6.23104
FAM27B///FAM27C///FAM182B	215487_x_at,222205_x_at	5.05575	5.15387	5.00698	4.931995	4.923975	4.944065
FAM27B///FAM27C///FAM182B///FAM182A	216053_x_at	5.07174	5.01054	4.92728	5.0188	5.1059	5.00731
FAM27E2///FAM27E3	1553590_at,227563_at	5.168345	5.3102	5.127965	6.11006	6.050005	6.196505
FAM30A	206478_at,220377_at	5.26555	5.030065	5.2377	5.072995	5.04607	5.183635
FAM32A	201863_at	10.3315	10.3993	10.3741	9.89808	9.71575	9.68574
FAM35A	220547_s_at	10.8628	10.7517	10.8201	11.0246	10.868	10.9128
FAM3A	209405_s_at,38043_at	7.934985	7.872005	7.878625	7.69469	7.922895	7.99626
FAM3B	227194_at	4.61131	4.35793	4.51947	4.50972	4.39971	4.53322
FAM3C	201889_at,236316_at,240062_at	6.18958	6.28711666666667	6.15801666666667	6.83115666666667	6.87518	6.91488
FAM3D	227676_at	6.06628	5.67619	5.75036	5.78138	5.8686	5.79866
FAM41AY2///FAM41AY1	1561390_at	5.77061	5.77723	6.00023	5.67711	5.86598	5.73878
FAM43A	1558174_at,227410_at	6.567685	6.485945	6.50291	5.72507	5.682085	5.721255
FAM43B	1569256_a_at	4.85118	4.85786	4.92342	5.28232	5.11391	5.08399
FAM45A	1562919_at,1563920_at	4.212685	4.20273	4.12625	4.18218	4.153475	4.077535
FAM45A///FAM45BP	221804_s_at,222955_s_at,225351_at	9.48368333333333	9.45663333333333	9.46598	10.2554833333333	10.06321	10.1218366666667
FAM46A	221766_s_at,224973_at,229737_at	8.16290333333333	8.06716	8.18548	6.51343666666667	6.30802666666667	6.37282333333333
FAM46B	229518_at	7.33403	7.38572	7.38016	6.75304	6.7143	6.90612
FAM46C	220306_at,226811_at	7.95436	8.03041	7.89794	5.628765	5.52978	5.515645
FAM46D	1552461_at	4.16118	4.32283	4.14192	3.91296	4.16588	4.22373
FAM47A	243700_x_at	4.01202	3.83916	3.74158	3.73054	3.86048	3.87181
FAM47B	240426_at	3.90671	4.06479	4.0554	4.08757	3.91636	4.11398
FAM47C	239732_x_at	4.95138	4.5134	4.51976	4.65994	4.75285	4.72004
FAM47E	1570398_at	4.1272	4.24808	3.84138	4.1926	3.9614	3.87437
FAM47E-STBD1///FAM47E///STBD1	203986_at	8.20395	8.16474	8.1499	7.29987	7.24574	7.40334
FAM49A	208092_s_at,209683_at,230276_at	4.57737333333333	4.37099333333333	4.37644	4.30007666666667	4.21613666666667	4.31833333333333
FAM49B	217534_at,217916_s_at,228987_at	8.42908333333333	8.39826666666667	8.30281	7.66737	7.60701666666667	7.64114
FAM50A	203262_s_at	9.54537	9.59146	9.44003	11.2594	11.0002	11.0813
FAM50B	205775_at	8.6696	8.6326	8.6433	7.6839	7.7252	7.71938
FAM53A	1569139_s_at,236206_at	5.71184	5.87075	5.734495	5.97393	5.979745	6.04771
FAM53B	1554165_at,203206_at	6.193195	6.191455	6.176985	5.40855	5.49593	5.453105
FAM53B-AS1	1559812_at,231639_at	4.60763	4.477435	4.57494	4.48298	4.499095	4.59845
FAM53C	218023_s_at	10.4287	10.4147	10.3557	9.62092	9.46284	9.56847
FAM57A	218898_at	8.63578	8.72601	8.52027	9.47676	9.15345	9.3677
FAM57B	227781_x_at	6.02551	5.93505	6.07392	6.17033	5.97727	6.00282
FAM58A	226466_s_at	9.14725	9.19008	9.13041	9.14773	9.09046	9.02361
FAM60A	220147_s_at,223038_s_at	9.989685	10.32708	10.23128	11.6659	11.7929	11.6629
FAM63A	221856_s_at,226062_x_at	8.409325	8.448025	8.34214	7.30753	7.41201	7.31119
FAM63B	214691_x_at,222111_at,226873_at,37802_r_at	7.288435	7.2792625	7.2288175	7.4955625	7.34404	7.32439
FAM64A	221591_s_at	9.8403	9.818	9.79938	9.7736	9.78198	9.73755
FAM65A	218029_at,230806_s_at,45749_at	8.16326	8.23182333333333	8.20535666666667	8.06049666666667	8.55727666666667	8.47715333333333
FAM65B	206707_x_at,209829_at	4.698745	4.629375	4.744115	4.738955	4.630225	4.493645
FAM65C	227654_at,243978_at	5.6603	5.771345	5.710995	4.68369	4.719135	4.764765
FAM66D	222194_at	5.19821	5.33424	5.25379	5.16792	5.104	5.24341
FAM69A	1556498_at,213689_x_at,216044_x_at	6.70505666666667	6.57991	6.59745666666667	7.77751333333333	7.51638666666667	7.61385333333333
FAM69B	226940_at,227652_at,229002_at,229003_x_at	5.325055	5.264615	5.2311525	4.907525	5.0217975	4.925625
FAM69C	229645_at	5.72079	5.3966	5.69426	5.79911	6.35058	6.20616
FAM71A	1552383_at,1552384_a_at,1564112_at	5.72281	5.58608666666667	5.87818	5.54098333333333	5.65919666666667	5.77099
FAM71B	1553629_a_at,1555585_a_at,1555586_at	4.71851	4.57871666666667	4.66246666666667	4.49907333333333	4.588	4.63791
FAM71C	1552526_at	4.31491	4.46029	4.52373	4.31046	4.43099	4.59902
FAM71D	1552839_at	5.48587	5.43485	5.81823	5.33834	5.43534	5.23989
FAM71E1	229289_at	5.27051	5.27399	5.25008	5.04388	5.34697	5.18079
FAM71E2	1552990_at,1564319_at	5.337835	5.336375	5.39205	5.193365	5.241875	5.25635
FAM71F1	231466_at,236214_at	4.82183	4.58165	4.84788	4.461425	4.483725	4.67888
FAM71F2	237320_at	4.68951	4.42205	4.84234	5.00577	4.78318	4.79808
FAM72A///FAM72D///FAM72B///FAM72C	225834_at	11.9454	11.9411	12.003	12.4491	12.3763	12.3735
FAM76A	216897_s_at,228604_at,228638_at	6.54737	6.61895666666667	6.54680333333333	7.4011	7.26428333333333	7.28526666666667
FAM76B	1553749_at,1553750_a_at,226753_at,232048_at	6.6773325	6.8547975	6.7720325	7.59346	7.0878975	7.207875
FAM78B	1558113_at,241456_at,241544_at	4.88115666666667	4.94609333333333	4.91771	4.73656333333333	4.91623333333333	4.91731
